sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v2,metric_icl_E_rate_qwen25_completion_v2,metric_icl_C_qwen25_completion_v2,metric_icl_D_qwen25_completion_v2,metric_icl_D_rate_qwen25_completion_v2,metric_icl_E_qwen25_completion_v2_std,metric_icl_E_rate_qwen25_completion_v2_std,metric_icl_C_qwen25_completion_v2_std,metric_icl_D_qwen25_completion_v2_std,metric_icl_D_rate_qwen25_completion_v2_std
test.sa-sb.sa-b::00398,"Tonya is the best kickball player in my gym class. The boys didn't believe her when she said she could kick a home run. When she stepped up to the plate, she was ready. She kicked the ball so far that everyone on the bases made it home.",0.0,content_diversity,she ended up putting up big numbers,she had a high score,lots of points were scored by her,she scored a ton,she was really good at the game,-0.029,0.960,-0.361,-0.825,-0.595,26.622188,1.207407,0.396979,10.568461,0.479316,40.743800,0.713215,0.000000,16.174450,0.283132
test.sa-sb.sa-b::00399,Sam bought a new candle. He lit it in the middle of the day. His roommate entered the room excited. The scent of the candle was fresh cookies.,1.0,content_diversity,He was upset.,The scent was great to him.,The scent was over whelming.,He was upset at the scent choice.,He looked confused.,-0.093,0.854,-0.458,-0.702,-0.373,10.379687,0.105683,0.460663,4.781540,0.048684,29.898634,0.536613,0.000000,13.773199,0.247198
test.sa-sb.sa-b::00399,Sam bought a new candle. He lit it in the middle of the day. His roommate entered the room excited. The scent of the candle was fresh cookies.,0.0,content_diversity,He didn't like cookies or their smell.,The scent was horrible to him.,The smell was unbearable.,The cookie smell gave him bad memories.,He was not enjoyed by the current smell.,-0.047,0.944,-0.478,-0.829,-0.579,-7.967813,-0.037926,0.500082,-3.984562,-0.018966,62.097547,1.205513,0.000000,31.053886,0.602856
test.sa-sb.sa-b::00400,"Mike is always taking care of everyone. He carries a first aid kit in his bag and always has snacks. Once, I cut my finger when I was climbing a tree. Mike just pulled out peroxide and a bandage.",0.0,content_diversity,Mke suddenly fell to the ground.,Pulling them out caused him to lose his balance and he fell out of the tree.,Mike went down but not before wrapping my finger.,Mike lost his grip on the branch and dropped like a lead weight.,Mike handed me the stuff and then chaotically jumped from the tree.,-0.032,0.950,-0.217,-0.778,-0.418,17.820000,0.343535,0.452769,8.068341,0.155542,28.729722,1.416633,0.000000,13.007924,0.641407
test.sa-sb.sa-b::00401,Kate was cleaning the house. She had just mopped the floor. Her son came running through the room. He slipped on the wet floor.,0.0,content_diversity,Kate ended up feeling terrible about the fall.,The feelings Kate experienced as a result of the fall were awful.,Kate experienced bad feelings because of what happened.,She really did not feel at all happy about the fall.,Kate was feeling really guilty and sad after that happened.,-0.053,0.920,-0.532,-0.904,-0.723,27.623750,0.523281,0.516858,14.277569,0.270462,39.235357,0.585150,0.000000,20.279127,0.302440
test.sa-sb.sa-b::00402,"Christy has never set up a budget before in her life. She was introduced to the concept of envelope budgeting by her friend. Her friend was in massive debt for most of her life. Once her friend explained the concept, Christy started using it.",0.0,content_diversity,"""Why have I never done this in the past,"" she thought to herself.",Christy considered the reasons she had learned about this earlier on.,She questioned why previously she had not attempted envelope budgeting.,She didn't understand why she had never tried the method previously.,"Christy thought, ""How come I've not tried envelope budgeting before.",-0.049,0.926,-0.412,-0.799,-0.542,35.075938,0.499100,0.550736,19.317587,0.274872,47.620659,0.683560,0.000000,26.226419,0.376461
test.sa-sb.sa-b::00404,"Randy hopped out of the moving truck. He helped his family unload the boxes into their new home. The rest of the day was spent unpacking and moving furniture. By night, Randy was exhausted.",1.0,content_diversity,He fell asleep very quickly and slept for ten hours.,Randy hoped this would be the last time they moved for a long time.,"But Randy was pleased, he loved their new home.",The next day was really busy as well but not quite so much.,Randy's family really appreciated his help and they had Pizza the next day.,-0.016,0.962,-0.161,-0.736,-0.215,-1.630000,0.133995,0.551489,-0.898927,0.073897,67.743317,0.944882,0.000000,37.359701,0.521092
test.sa-sb.sa-b::00405,Clyde is riding home from school. While getting off the bus he trips. He breaks his glasses in the process. Clyde picks his glasses up.,0.0,content_diversity,He thinks they are salvagable.,They can be fixed.,He fixes them the next day.,He has hid dad fix them.,The glasses are repaired in a few days.,-0.017,0.972,-0.360,-0.739,-0.435,-1.053594,0.269490,0.422721,-0.445376,0.113919,45.715425,2.069411,0.000000,19.324847,0.874782
test.sa-sb.sa-b::00406,Ken is a cook. While at work Ken begins cooking meals. While cooking a customer notices Ken spitting in their food. They complain to the manger.,0.0,content_diversity,Ken is sacked right away.,Ken is fired right at that moment.,Getting fired is the only thing that is going to happen to Ken.,The manger has no choice other than to let Ken go.,The manager fires Ken right away.,-0.068,0.918,-0.398,-0.943,-0.604,18.312187,0.285093,0.595754,10.909550,0.169845,48.977234,0.534456,0.000000,29.178361,0.318404
test.sa-sb.sa-b::00407,Glenn has been living a lie his whole life. Glenn was a gay teenager. Glenn knew he needed to tell his parents his true self. One evening while having dinner Glenn tells them he is gay.,1.0,content_diversity,His parents are not shocked as they knew already and Glenn is relieved.,Glenns dad kicks Glenn out the house and he has to stay at his friends.,Glenns mom hates the idea but his dad is cool and says he will talk mum round.,His mum and dad reply they are splitting up as they both realise they are gay too.,Glenns mum faints and his dad kills himself. Glenn doubts this was a good idea.,-0.050,0.924,-0.294,-0.807,-0.418,21.462500,0.273520,0.533518,11.450630,0.145928,49.849915,0.542549,0.000000,26.595827,0.289460
test.sa-sb.sa-b::00408,Jerry was going on a blind date. He told his friend to call him with an emergency to get out of it. His friend called at the right time. Jerry played along.,1.0,content_diversity,But Jerry was having a wonderful time and told his friend his emergency would have to wait.,"Relieved, Jerry paid for the dinner and gave his date cab fare before leaving to help with the emergency.",Jerry didn't realize that his friend was actually having an emergency and lost the respect of his date and his friend in one night.,Jerry's friend called from the restaurant's bar and when Jerry left his friend took over the date.,Suddenly his date's phone rang and one of her friends had an emergency too!,-0.074,0.914,-0.269,-0.886,-0.450,31.392500,0.127954,0.564923,17.734347,0.072284,63.810967,0.453455,0.000000,36.048286,0.256167
test.sa-sb.sa-b::00408,Jerry was going on a blind date. He told his friend to call him with an emergency to get out of it. His friend called at the right time. Jerry played along.,0.0,content_diversity,While Jerry played along  his date put her friend on speaker phone begging for help.,"Jerry could not believe his ears when her phone rang, his date had made escape plans also.",Jerry's date's phone rang just seconds after Jerry's and later they laughed about their escape plans.,Despite his own plans Jerry was upset his date got an emergency escape call while on a date with Jerry.,Jerry told his friend to never mind once she also got an emergency call and he was enthralled she thought like him.,-0.053,0.919,-0.257,-0.917,-0.636,35.578750,0.425324,0.434690,15.465739,0.184884,95.802341,0.487099,0.000000,41.644353,0.211737
test.sa-sb.sa-b::00411,"After we fought, we went to sleep. I had a lot of trouble going to sleep. I tossed and turned for a long time. Finally I drifted off, sleeping deeply from exhaustion.",0.0,content_diversity,"In the morning I left, it was all too much for me.",The next day I left. This was happening much too often.,"When I awoke I packed and left, I couldn't take it any more.","The next day I left, I don't need this sort of thing in my life.","We borke up the next day, it was for the best.",-0.067,0.899,-0.320,-0.835,-0.622,22.086562,0.232720,0.461877,10.201280,0.107488,52.791780,1.398169,0.000000,24.383321,0.645782
test.sa-sb.sa-b::00412,Larry never donated to charity. While shopping he was asked if he would like to. The cashier seemed pretty forward about it. Larry relented and agreed.,0.0,content_diversity,From that point on Larry did not go to that store.,Larry kept away from that particular store after that.,After this experience Larry did not return to the store.,There were no further occasions on which Larry visited that store.,He never went to that store again.,-0.086,0.895,-0.491,-0.915,-0.795,26.989375,0.402668,0.586388,15.826244,0.236119,49.802234,0.466014,0.000000,29.203430,0.273265
test.sa-sb.sa-b::00413,Lisa was watching a new show on Netflix. She got hooked from the first episode. Before she knew it she spent all night watching it. The next day she was tired at work.,0.0,content_diversity,she got off early,she ended up leaving,she went to her home early,she left work,she had a early day,-0.059,0.945,-0.332,-0.797,-0.528,22.594297,1.150094,0.326000,7.365743,0.374931,24.655479,0.756221,0.000000,8.037688,0.246528
test.sa-sb.sa-b::00414,Jake was making a sandwich. He had all the ingredients ready. He put everything together. Right before taking a bit he noticed the moldy bread.,1.0,content_diversity,He ate the sandwich anyway.,He decided to give the sandwich to his dog instead.,He threw the sandwich in the trash.,"He went outside,found a homeless man and have him the sandwich.",He hurriedly put the sandwich down and went outside to vomit.,-0.110,0.902,-0.430,-0.922,-0.485,-9.004766,-0.128005,0.639223,-5.756056,-0.081824,104.601500,1.283765,0.000000,66.863718,0.820612
test.sa-sb.sa-b::00416,I forgot to turn my hit monitor on. I sat there for a long time wishing there was something to do. I finally realized I had forgotten. I turned it on quickly.,1.0,content_diversity,My day's already off to a great start!,I'll just count the time wasted as meditation break.,"A side glance at the clock made me even more anxious, five minutes already passed.",I couldn't wait to check for my acceptance email.,I wanted to do my daily social media stalking of my ex.,-0.015,0.974,-0.162,-0.667,-0.175,28.554375,0.323055,0.425041,12.136769,0.137312,70.269020,0.483449,0.000000,29.867187,0.205485
test.sa-sb.sa-b::00416,I forgot to turn my hit monitor on. I sat there for a long time wishing there was something to do. I finally realized I had forgotten. I turned it on quickly.,0.0,content_diversity,"I can tell that I'm going to be super productive today, not!",I have slow moving reflexes this morning.,"After the last night, not surprised to be off my game right now.","Man, so ready to go back to bed, gonna be a long day!","Clearly, I'm not prepared to do all the things today,",-0.030,0.956,-0.179,-0.742,-0.303,43.579375,0.744314,0.388952,16.950283,0.289502,37.395006,0.629023,0.000000,14.544861,0.244660
test.sa-sb.sa-b::00417,Kate needed to buy a laptop to work while out of town. She searched online and found one that had free shipping. She shipped it out of town so it would be there when she arrived. The shipping estimate was the same day as her arrival date.,1.0,content_diversity,The computer got there early and was returned before she arrived.,An employee at the hotel where she had the computer shipped stole it and took it home.,When she opened the box the computer came in the screen was cracked.,"The computer was accidentally shipped to the billing address, arriving after she had already left.",She waited for weeks and finally had to call and have a replacement  sent.,-0.050,0.928,-0.239,-0.908,-0.444,5.726250,0.042736,0.548542,3.141090,0.023443,68.183010,0.789971,0.000000,37.401267,0.433332
